year,Topic,rate,rank,Rubric
2008,topic_9,1021.943360676044,3.0,mir
2009,topic_9,871.5993237984432,3.0,mir
2010,topic_9,738.1213285076543,2.0,mir
2011,topic_9,837.3394091081954,1.0,mir
2012,topic_9,599.4902955735957,5.0,mir
2013,topic_9,758.2756701830793,1.0,mir
2014,topic_9,435.58211811972006,4.0,mir
2015,topic_9,491.2666453235637,6.0,mir
2016,topic_9,780.4864046693226,5.0,mir
2017,topic_9,878.7312709952281,3.0,mir
2018,topic_9,140.75140733586005,10.0,mir
1999,topic_10,17.935633296799992,16.0,mir
2000,topic_10,132.13239569799995,14.0,mir
2001,topic_10,148.9892198745702,16.0,mir
2002,topic_10,198.64842842952996,16.0,mir
2003,topic_10,254.1421277054196,17.0,mir
2004,topic_10,516.5997633025333,8.0,mir
2005,topic_10,278.4743208037224,16.0,mir
2006,topic_10,326.35755434553937,17.0,mir
2007,topic_10,275.6511013295153,16.0,mir
2008,topic_10,351.4823526891969,15.0,mir
2009,topic_10,296.6085375933605,15.0,mir
2010,topic_10,207.03336523746304,15.0,mir
2011,topic_10,624.8831372864399,6.0,mir
2012,topic_10,325.91611292100026,14.0,mir
2013,topic_10,420.4854029307853,7.0,mir
2014,topic_10,219.94876774957018,13.0,mir
2015,topic_10,479.30385255848194,7.0,mir
2016,topic_10,297.1033470231246,15.0,mir
2017,topic_10,208.93755246104317,16.0,mir
2018,topic_10,36.804296761929955,16.0,mir
1999,topic_11,18.5035373533,15.0,mir
2000,topic_11,68.26892101745999,17.0,mir
2001,topic_11,102.71191437383015,17.0,mir
2002,topic_11,123.41268543789012,17.0,mir
2003,topic_11,341.62905971379894,12.0,mir
2004,topic_11,339.2574313420607,14.0,mir
2005,topic_11,237.15848494309023,17.0,mir
2006,topic_11,333.5620406481673,15.0,mir
2007,topic_11,172.1300022354799,17.0,mir
2008,topic_11,275.26204665877657,17.0,mir
2009,topic_11,157.74793039401004,17.0,mir
2010,topic_11,108.66196131161385,17.0,mir
2011,topic_11,484.97816791499883,9.0,mir
2012,topic_11,521.0027238499782,6.0,mir
2013,topic_11,442.6073182563747,6.0,mir
2014,topic_11,343.2228489447399,9.0,mir
2015,topic_11,838.6067945601986,1.0,mir
2016,topic_11,1398.4626503353588,1.0,mir
2017,topic_11,966.5351876902479,2.0,mir
2018,topic_11,381.2985075633998,3.0,mir
1999,topic_12,66.67201633710008,3.0,mir
2000,topic_12,286.39235773698994,4.0,mir
2001,topic_12,361.17763913946936,8.0,mir
2002,topic_12,489.9470795060795,8.0,mir
2003,topic_12,549.457374643535,6.0,mir
2004,topic_12,550.6734029958533,5.0,mir
2005,topic_12,742.091163208469,2.0,mir
2006,topic_12,781.2765743356969,2.0,mir
2007,topic_12,462.6759903692097,9.0,mir
2008,topic_12,534.3375573914255,12.0,mir
2009,topic_12,471.37971075640536,12.0,mir
2010,topic_12,340.69721299337976,13.0,mir
2011,topic_12,374.966072269615,12.0,mir
2012,topic_12,343.8472292526518,12.0,mir
2013,topic_12,302.57826596101967,14.0,mir
2014,topic_12,405.22132077246505,5.0,mir
2015,topic_12,648.8374636893313,3.0,mir
2016,topic_12,994.0228101555015,2.0,mir
2017,topic_12,1267.9775651842983,1.0,mir
2018,topic_12,509.60926049938973,1.0,mir
1999,topic_13,46.851880063319975,8.0,mir
2000,topic_13,269.16423322534035,5.0,mir
2001,topic_13,585.7536571461299,4.0,mir
2002,topic_13,489.9629969427304,7.0,mir
2003,topic_13,510.67106413745154,8.0,mir
2004,topic_13,537.970123063709,6.0,mir
2005,topic_13,617.7792100155243,5.0,mir
2006,topic_13,676.8424762359374,4.0,mir
2007,topic_13,667.3733952067,3.0,mir
2008,topic_13,1057.7795503287628,2.0,mir
2009,topic_13,900.018713297702,2.0,mir
2010,topic_13,650.7238805358191,4.0,mir
2011,topic_13,576.0387678692437,7.0,mir
2012,topic_13,675.7693770428846,3.0,mir
2013,topic_13,566.1030094667798,3.0,mir
2014,topic_13,476.1328805907087,2.0,mir
2015,topic_13,592.7329259873991,4.0,mir
2016,topic_13,729.2321441799057,7.0,mir
2017,topic_13,714.0751205481979,6.0,mir
2018,topic_13,391.33229515608076,2.0,mir
1999,topic_14,30.94517221244,12.0,mir
2000,topic_14,237.45195814312007,8.0,mir
2001,topic_14,415.8441485132294,7.0,mir
2002,topic_14,529.5405923230404,5.0,mir
2003,topic_14,1063.0627191301417,2.0,mir
2004,topic_14,787.0344169734383,2.0,mir
2005,topic_14,548.1750078316801,8.0,mir
2006,topic_14,640.9280415661409,6.0,mir
2007,topic_14,456.58645057814033,10.0,mir
2008,topic_14,544.9297660768364,11.0,mir
2009,topic_14,434.6591222018709,13.0,mir
2010,topic_14,283.7016432776095,14.0,mir
2011,topic_14,330.5729066973902,16.0,mir
2012,topic_14,277.15639563714024,16.0,mir
2013,topic_14,306.7607203991704,13.0,mir
2014,topic_14,181.9438955101704,15.0,mir
2015,topic_14,271.36699702979286,13.0,mir
2016,topic_14,620.0033602658989,8.0,mir
2017,topic_14,375.52306777681395,12.0,mir
2018,topic_14,93.23161099570004,13.0,mir
1999,topic_15,37.15682314503002,11.0,mir
2000,topic_15,309.08258788299963,2.0,mir
2001,topic_15,691.1593883450402,1.0,mir
2002,topic_15,623.6942951818273,3.0,mir
2003,topic_15,612.7364049029087,4.0,mir
2004,topic_15,411.7797873632847,12.0,mir
2005,topic_15,419.40346792112757,13.0,mir
2006,topic_15,624.6170667027724,7.0,mir
2007,topic_15,678.040144142009,2.0,mir
2008,topic_15,919.5579872353997,4.0,mir
2009,topic_15,1017.6067579633036,1.0,mir
2010,topic_15,748.5437218014027,1.0,mir
2011,topic_15,729.6997631873761,2.0,mir
2012,topic_15,679.8171941085124,2.0,mir
2013,topic_15,734.1610125017954,2.0,mir
2014,topic_15,474.01014270135033,3.0,mir
2015,topic_15,562.1069321466407,5.0,mir
2016,topic_15,803.7957214716021,4.0,mir
2017,topic_15,840.5277759563104,5.0,mir
2018,topic_15,316.5616666719602,4.0,mir
1999,topic_16,53.73632537670998,6.0,mir
2000,topic_16,224.31411256625526,10.0,mir
2001,topic_16,314.0605646073699,10.0,mir
2002,topic_16,329.16554697928615,13.0,mir
2003,topic_16,311.9871614350502,14.0,mir
2004,topic_16,323.7828209615596,15.0,mir
2005,topic_16,501.87561408243914,9.0,mir
2006,topic_16,437.18553008785057,12.0,mir
2007,topic_16,464.7733692076448,7.0,mir
2008,topic_16,645.3800373461814,8.0,mir
2009,topic_16,521.7339156989992,10.0,mir
2010,topic_16,455.7106237346393,9.0,mir
2011,topic_16,418.95674394225955,11.0,mir
2012,topic_16,446.0995189118096,10.0,mir
2013,topic_16,374.86398801876965,9.0,mir
2014,topic_16,221.90096171674355,12.0,mir
2015,topic_16,221.99581896589842,15.0,mir
2016,topic_16,227.77773469867654,16.0,mir
2017,topic_16,266.10812026097017,15.0,mir
2018,topic_16,90.10542475576611,15.0,mir
1999,topic_0,6.957157953,9.0,naula-i-tehn
2000,topic_0,10.046030282999999,14.0,naula-i-tehn
2001,topic_0,15.4557876475,15.0,naula-i-tehn
2002,topic_0,15.0938438686,14.0,naula-i-tehn
2003,topic_0,13.331764051400004,17.0,naula-i-tehn
2004,topic_0,27.734097302924,15.0,naula-i-tehn
2005,topic_0,47.65701886887001,15.0,naula-i-tehn
2006,topic_0,52.27584524993996,19.0,naula-i-tehn
2007,topic_0,54.168186363590024,19.0,naula-i-tehn
2008,topic_0,147.55278081999003,18.0,naula-i-tehn
2009,topic_0,126.32606390813001,17.0,naula-i-tehn
2010,topic_0,85.77702951935993,19.0,naula-i-tehn
2011,topic_0,67.11131295599998,18.0,naula-i-tehn
2012,topic_0,118.96711831776994,15.0,naula-i-tehn
2013,topic_0,156.6026134077198,14.0,naula-i-tehn
2014,topic_0,159.2931630959499,15.0,naula-i-tehn
2015,topic_0,192.12019964645003,8.0,naula-i-tehn
2016,topic_0,445.83013719948997,2.0,naula-i-tehn
2017,topic_0,294.24973903755995,3.0,naula-i-tehn
2018,topic_0,194.8462319692001,2.0,naula-i-tehn
1999,topic_1,13.276742688500002,4.0,naula-i-tehn
2000,topic_1,23.295434731600007,7.0,naula-i-tehn
2001,topic_1,29.361630013000003,9.0,naula-i-tehn
2002,topic_1,12.507310164900002,16.0,naula-i-tehn
2003,topic_1,18.397950906869994,14.0,naula-i-tehn
2004,topic_1,46.91873068489999,10.0,naula-i-tehn
2005,topic_1,77.04191072400002,9.0,naula-i-tehn
2006,topic_1,133.90888393920014,9.0,naula-i-tehn
2007,topic_1,111.30245663959998,10.0,naula-i-tehn
2008,topic_1,277.83907336577016,7.0,naula-i-tehn
2009,topic_1,313.54803185226086,5.0,naula-i-tehn
2010,topic_1,281.80081754983416,4.0,naula-i-tehn
2011,topic_1,320.54477445539976,3.0,naula-i-tehn
2012,topic_1,295.16620364241,3.0,naula-i-tehn
2013,topic_1,241.99214153574022,6.0,naula-i-tehn
2014,topic_1,236.8964418649,3.0,naula-i-tehn
2015,topic_1,133.30116631315002,15.0,naula-i-tehn
2016,topic_1,57.31950092969997,19.0,naula-i-tehn
2017,topic_1,87.269360104,18.0,naula-i-tehn
2018,topic_1,27.17325873580001,18.0,naula-i-tehn
1999,topic_2,1.5291671210000004,18.0,naula-i-tehn
2000,topic_2,8.077219855699997,16.0,naula-i-tehn
2001,topic_2,9.3059678934,18.0,naula-i-tehn
2002,topic_2,5.4566758197,20.0,naula-i-tehn
2003,topic_2,9.452332399460001,19.0,naula-i-tehn
2004,topic_2,15.914213278439998,20.0,naula-i-tehn
2005,topic_2,44.80705163205002,16.0,naula-i-tehn
2006,topic_2,260.3168828254002,2.0,naula-i-tehn
2007,topic_2,158.5681043244998,4.0,naula-i-tehn
2008,topic_2,274.24559607309004,8.0,naula-i-tehn
2009,topic_2,245.6369307811904,8.0,naula-i-tehn
2010,topic_2,239.77662429946002,8.0,naula-i-tehn
2011,topic_2,190.50231353349008,9.0,naula-i-tehn
2012,topic_2,217.86100007596008,8.0,naula-i-tehn
2013,topic_2,210.40122718031998,9.0,naula-i-tehn
2014,topic_2,192.21822812932,9.0,naula-i-tehn
2015,topic_2,145.41838776801998,13.0,naula-i-tehn
2016,topic_2,123.80614356823997,14.0,naula-i-tehn
2017,topic_2,118.72068021359992,11.0,naula-i-tehn
2018,topic_2,30.002247211099995,17.0,naula-i-tehn
1999,topic_3,0.434153433,20.0,naula-i-tehn
2000,topic_3,7.785321660199995,17.0,naula-i-tehn
2001,topic_3,12.554442529500003,17.0,naula-i-tehn
2002,topic_3,5.568808126499999,19.0,naula-i-tehn
2003,topic_3,7.587459539199999,20.0,naula-i-tehn
2004,topic_3,16.65818563800001,19.0,naula-i-tehn
2005,topic_3,25.9429958208,19.0,naula-i-tehn
2006,topic_3,329.5148036980407,1.0,naula-i-tehn
2007,topic_3,401.89723811932976,1.0,naula-i-tehn
2008,topic_3,808.2565595370506,1.0,naula-i-tehn
2009,topic_3,746.7984852407694,1.0,naula-i-tehn
2010,topic_3,672.5933775615898,1.0,naula-i-tehn
2011,topic_3,656.6295338549999,1.0,naula-i-tehn
2012,topic_3,903.6793950681,1.0,naula-i-tehn
2013,topic_3,836.7294086174907,1.0,naula-i-tehn
2014,topic_3,294.6197183189397,1.0,naula-i-tehn
2015,topic_3,227.48578551139968,7.0,naula-i-tehn
2016,topic_3,93.6439548594,17.0,naula-i-tehn
2017,topic_3,100.92877685075,17.0,naula-i-tehn
2018,topic_3,13.447321136500001,19.0,naula-i-tehn
1999,topic_4,1.7857339269999999,16.0,naula-i-tehn
2000,topic_4,6.563965966800002,18.0,naula-i-tehn
2001,topic_4,16.288282777030005,14.0,naula-i-tehn
2002,topic_4,22.0227557305,9.0,naula-i-tehn
2003,topic_4,28.26902167303998,9.0,naula-i-tehn
2004,topic_4,34.096393762,12.0,naula-i-tehn
2005,topic_4,125.10324320255,4.0,naula-i-tehn
2006,topic_4,196.0930762784799,6.0,naula-i-tehn
2007,topic_4,104.55953227080197,12.0,naula-i-tehn
2008,topic_4,356.8227574662361,3.0,naula-i-tehn
2009,topic_4,154.31566658968,13.0,naula-i-tehn
2010,topic_4,281.32414643500005,5.0,naula-i-tehn
2011,topic_4,223.6552679535799,6.0,naula-i-tehn
2012,topic_4,253.2952903520079,6.0,naula-i-tehn
2013,topic_4,237.5001058908898,7.0,naula-i-tehn
2014,topic_4,176.1223571394,13.0,naula-i-tehn
2015,topic_4,98.30733819987009,18.0,naula-i-tehn
2016,topic_4,108.60274281559987,15.0,naula-i-tehn
2017,topic_4,106.86928972825005,14.0,naula-i-tehn
2018,topic_4,78.46437276470012,9.0,naula-i-tehn
1999,topic_5,2.4048850426999997,14.0,naula-i-tehn
2000,topic_5,9.612902294999998,15.0,naula-i-tehn
2001,topic_5,14.656588864370004,16.0,naula-i-tehn
2002,topic_5,20.809645147899996,12.0,naula-i-tehn
2003,topic_5,19.513025470940004,12.0,naula-i-tehn
2004,topic_5,23.97321727457401,17.0,naula-i-tehn
2005,topic_5,60.32157698180797,14.0,naula-i-tehn
2006,topic_5,120.289069025231,11.0,naula-i-tehn
2007,topic_5,105.67334881625005,11.0,naula-i-tehn
2008,topic_5,189.35006353447977,12.0,naula-i-tehn
2009,topic_5,183.07618415886,12.0,naula-i-tehn
2010,topic_5,338.1392211150598,2.0,naula-i-tehn
2011,topic_5,314.44217357740024,4.0,naula-i-tehn
2012,topic_5,299.1260326354198,2.0,naula-i-tehn
2013,topic_5,272.20664669855,5.0,naula-i-tehn
2014,topic_5,185.40380088109995,11.0,naula-i-tehn
2015,topic_5,170.4286794401051,11.0,naula-i-tehn
2016,topic_5,167.08895145468,10.0,naula-i-tehn
2017,topic_5,178.47030687129975,8.0,naula-i-tehn
2018,topic_5,121.16927468170003,6.0,naula-i-tehn
1999,topic_6,1.58221299552,17.0,naula-i-tehn
2000,topic_6,4.911689789200001,20.0,naula-i-tehn
2001,topic_6,7.322544591200001,20.0,naula-i-tehn
2002,topic_6,13.602183084780004,15.0,naula-i-tehn
2003,topic_6,14.820118763600004,16.0,naula-i-tehn
2004,topic_6,28.14505985432,13.0,naula-i-tehn
2005,topic_6,69.88743680289998,12.0,naula-i-tehn
2006,topic_6,56.781624640349996,18.0,naula-i-tehn
2007,topic_6,58.64106510726103,18.0,naula-i-tehn
2008,topic_6,167.72387651263003,13.0,naula-i-tehn
2009,topic_6,245.98695077245992,7.0,naula-i-tehn
2010,topic_6,131.368401765145,12.0,naula-i-tehn
2011,topic_6,158.07494444288005,11.0,naula-i-tehn
2012,topic_6,173.22027551452794,13.0,naula-i-tehn
2013,topic_6,235.57793505045896,8.0,naula-i-tehn
2014,topic_6,174.0639773491427,14.0,naula-i-tehn
2015,topic_6,129.29495450989003,16.0,naula-i-tehn
2016,topic_6,194.9340794460002,9.0,naula-i-tehn
2017,topic_6,118.1482956165851,12.0,naula-i-tehn
2018,topic_6,66.98722106409335,10.0,naula-i-tehn
1999,topic_7,4.494469656800001,11.0,naula-i-tehn
2000,topic_7,16.12438538703,12.0,naula-i-tehn
2001,topic_7,25.797615217399994,11.0,naula-i-tehn
2002,topic_7,19.426094448860002,13.0,naula-i-tehn
2003,topic_7,23.499102566059992,11.0,naula-i-tehn
2004,topic_7,38.31605136432598,11.0,naula-i-tehn
2005,topic_7,63.80645008080006,13.0,naula-i-tehn
2006,topic_7,70.54784060396004,17.0,naula-i-tehn
2007,topic_7,89.41141243867004,15.0,naula-i-tehn
2008,topic_7,154.67322571994177,16.0,naula-i-tehn
2009,topic_7,131.37662100441588,16.0,naula-i-tehn
2010,topic_7,88.677263094637,18.0,naula-i-tehn
2011,topic_7,74.13690669859999,16.0,naula-i-tehn
2012,topic_7,98.70495381848004,17.0,naula-i-tehn
2013,topic_7,151.05732125096517,16.0,naula-i-tehn
2014,topic_7,227.63382090134027,6.0,naula-i-tehn
2015,topic_7,286.90667981143025,4.0,naula-i-tehn
2016,topic_7,429.0172223391104,3.0,naula-i-tehn
2017,topic_7,314.3134795014305,2.0,naula-i-tehn
2018,topic_7,140.45845184883518,5.0,naula-i-tehn
1999,topic_8,10.293178264599998,5.0,naula-i-tehn
2000,topic_8,28.960075286399988,6.0,naula-i-tehn
2001,topic_8,46.04614228789996,4.0,naula-i-tehn
2002,topic_8,40.35607982709997,5.0,naula-i-tehn
2003,topic_8,56.27753283449997,4.0,naula-i-tehn
2004,topic_8,58.31616051465999,7.0,naula-i-tehn
2005,topic_8,89.63788025541999,7.0,naula-i-tehn
2006,topic_8,91.11797379600007,16.0,naula-i-tehn
2007,topic_8,96.56713415410005,13.0,naula-i-tehn
2008,topic_8,150.86697862089974,17.0,naula-i-tehn
2009,topic_8,152.2822379286636,14.0,naula-i-tehn
2010,topic_8,119.18367866969983,15.0,naula-i-tehn
2011,topic_8,114.97019653890091,15.0,naula-i-tehn
2012,topic_8,117.17857529151996,16.0,naula-i-tehn
2013,topic_8,110.89319889600486,17.0,naula-i-tehn
2014,topic_8,145.49955213092494,16.0,naula-i-tehn
2015,topic_8,180.39026687048994,9.0,naula-i-tehn
2016,topic_8,135.40978248461983,13.0,naula-i-tehn
2017,topic_8,116.1577103747699,13.0,naula-i-tehn
2018,topic_8,38.664767664220015,15.0,naula-i-tehn
1999,topic_9,3.8946367735,13.0,naula-i-tehn
2000,topic_9,36.64210428444002,4.0,naula-i-tehn
2001,topic_9,50.091709443039974,3.0,naula-i-tehn
2002,topic_9,40.44589913539999,4.0,naula-i-tehn
2003,topic_9,48.44122760442998,5.0,naula-i-tehn
2004,topic_9,58.486569012900006,6.0,naula-i-tehn
2005,topic_9,75.18034766053,10.0,naula-i-tehn
2006,topic_9,93.22949847004,15.0,naula-i-tehn
2007,topic_9,113.76876855054,9.0,naula-i-tehn
2008,topic_9,161.26025514349996,14.0,naula-i-tehn
2009,topic_9,136.68419041436007,15.0,naula-i-tehn
2010,topic_9,121.3780437364,14.0,naula-i-tehn
2011,topic_9,61.44462072691005,19.0,naula-i-tehn
2012,topic_9,93.88127408606996,18.0,naula-i-tehn
2013,topic_9,96.58226466486009,18.0,naula-i-tehn
2014,topic_9,85.19570536512607,18.0,naula-i-tehn
2015,topic_9,115.445833235,17.0,naula-i-tehn
2016,topic_9,159.89142158211996,12.0,naula-i-tehn
2017,topic_9,101.7857097004098,15.0,naula-i-tehn
2018,topic_9,62.650639127619975,12.0,naula-i-tehn
1999,topic_10,23.400875438200007,2.0,naula-i-tehn
2000,topic_10,111.67247259320003,1.0,naula-i-tehn
2001,topic_10,164.02815857909997,1.0,naula-i-tehn
2002,topic_10,159.46208471806008,1.0,naula-i-tehn
2003,topic_10,183.41483544190018,1.0,naula-i-tehn
2004,topic_10,248.42088444920012,1.0,naula-i-tehn
2005,topic_10,284.5066790134804,1.0,naula-i-tehn
2006,topic_10,234.5810405729598,3.0,naula-i-tehn
2007,topic_10,212.65216329280028,2.0,naula-i-tehn
2008,topic_10,298.29671812350006,5.0,naula-i-tehn
2009,topic_10,344.52769239258987,4.0,naula-i-tehn
2010,topic_10,276.6371539531058,6.0,naula-i-tehn
2011,topic_10,265.4756906997605,5.0,naula-i-tehn
2012,topic_10,193.1193822145701,11.0,naula-i-tehn
2013,topic_10,201.9990621758098,10.0,naula-i-tehn
2014,topic_10,234.70776176118,4.0,naula-i-tehn
2015,topic_10,378.82944522491476,2.0,naula-i-tehn
2016,topic_10,255.5589567651299,5.0,naula-i-tehn
2017,topic_10,220.4818206302901,6.0,naula-i-tehn
2018,topic_10,161.30956450160002,3.0,naula-i-tehn
1999,topic_11,13.29001117891,3.0,naula-i-tehn
2000,topic_11,38.73079801659999,3.0,naula-i-tehn
2001,topic_11,41.67522139259999,5.0,naula-i-tehn
2002,topic_11,21.791237460799998,10.0,naula-i-tehn
2003,topic_11,23.59825145980999,10.0,naula-i-tehn
2004,topic_11,53.089970727130044,8.0,naula-i-tehn
2005,topic_11,80.05953198939999,8.0,naula-i-tehn
2006,topic_11,170.7969288062398,7.0,naula-i-tehn
2007,topic_11,137.9662490888,6.0,naula-i-tehn
2008,topic_11,231.34541819786665,11.0,naula-i-tehn
2009,topic_11,183.99668547160005,11.0,naula-i-tehn
2010,topic_11,143.00358832489408,10.0,naula-i-tehn
2011,topic_11,206.38538429805783,7.0,naula-i-tehn
2012,topic_11,257.29764456215,5.0,naula-i-tehn
2013,topic_11,356.060167043858,2.0,naula-i-tehn
2014,topic_11,204.85464423940041,7.0,naula-i-tehn
2015,topic_11,143.3805595106201,14.0,naula-i-tehn
2016,topic_11,107.21135781540013,16.0,naula-i-tehn
2017,topic_11,101.51798615117008,16.0,naula-i-tehn
2018,topic_11,37.5090058507,16.0,naula-i-tehn
1999,topic_12,29.84530617879999,1.0,naula-i-tehn
2000,topic_12,75.63144647964404,2.0,naula-i-tehn
2001,topic_12,90.89120913019997,2.0,naula-i-tehn
2002,topic_12,94.09983800640006,2.0,naula-i-tehn
2003,topic_12,103.53661867556005,2.0,naula-i-tehn
2004,topic_12,163.04839238776967,3.0,naula-i-tehn
2005,topic_12,193.57208621203998,2.0,naula-i-tehn
2006,topic_12,208.44087142321996,5.0,naula-i-tehn
2007,topic_12,168.37112345268608,3.0,naula-i-tehn
2008,topic_12,264.34509016313336,9.0,naula-i-tehn
2009,topic_12,240.2518438988627,9.0,naula-i-tehn
2010,topic_12,180.5274543226101,9.0,naula-i-tehn
2011,topic_12,166.15607997007476,10.0,naula-i-tehn
2012,topic_12,177.74958090846488,12.0,naula-i-tehn
2013,topic_12,170.04150048490973,12.0,naula-i-tehn
2014,topic_12,199.6728250729478,8.0,naula-i-tehn
2015,topic_12,234.15402141078994,6.0,naula-i-tehn
2016,topic_12,211.7809238295601,8.0,naula-i-tehn
2017,topic_12,179.74134960954996,7.0,naula-i-tehn
2018,topic_12,142.89469228629008,4.0,naula-i-tehn
1999,topic_13,1.4482667359999999,19.0,naula-i-tehn
2000,topic_13,29.98212068299999,5.0,naula-i-tehn
2001,topic_13,32.372000565199976,7.0,naula-i-tehn
2002,topic_13,21.75761789754999,11.0,naula-i-tehn
2003,topic_13,19.143607157379993,13.0,naula-i-tehn
2004,topic_13,26.7563360838,16.0,naula-i-tehn
2005,topic_13,43.95927620840001,17.0,naula-i-tehn
2006,topic_13,99.58759109573003,14.0,naula-i-tehn
2007,topic_13,87.59670096225697,16.0,naula-i-tehn
2008,topic_13,132.1043863878,19.0,naula-i-tehn
2009,topic_13,115.24090959356003,19.0,naula-i-tehn
2010,topic_13,139.02437039470018,11.0,naula-i-tehn
2011,topic_13,132.12181044714993,12.0,naula-i-tehn
2012,topic_13,134.5800775869599,14.0,naula-i-tehn
2013,topic_13,156.28942671741993,15.0,naula-i-tehn
2014,topic_13,140.52971778894,17.0,naula-i-tehn
2015,topic_13,149.61376363076994,12.0,naula-i-tehn
2016,topic_13,161.48668243016007,11.0,naula-i-tehn
2017,topic_13,120.20936999937001,10.0,naula-i-tehn
