year,Topic,rate,rank,Rubric
2016,topic_19,82.37862440042994,12.0,iz-jizni
2017,topic_19,109.53502358588489,5.0,iz-jizni
2018,topic_19,163.17307764194967,4.0,iz-jizni
1999,topic_0,3.2386008036,8.0,kultura
2000,topic_0,65.49661163959998,6.0,kultura
2001,topic_0,118.61879157429996,7.0,kultura
2002,topic_0,64.68714868023002,7.0,kultura
2003,topic_0,66.29344781373995,6.0,kultura
2004,topic_0,67.06089474770003,6.0,kultura
2005,topic_0,102.10571911467004,8.0,kultura
2006,topic_0,153.64584921444003,4.0,kultura
2007,topic_0,172.6393647272,9.0,kultura
2008,topic_0,235.46816957826994,7.0,kultura
2009,topic_0,200.2148939720502,14.0,kultura
2010,topic_0,172.39181555619174,12.0,kultura
2011,topic_0,150.20942517127003,12.0,kultura
2012,topic_0,135.21205218324033,13.0,kultura
2013,topic_0,150.22338885089002,14.0,kultura
2014,topic_0,120.0473224888769,13.0,kultura
2015,topic_0,123.42818312700396,12.0,kultura
2016,topic_0,108.4084763473,16.0,kultura
2017,topic_0,113.90084935570016,15.0,kultura
2018,topic_0,46.7937246388,11.0,kultura
1999,topic_1,2.73703847,11.0,kultura
2000,topic_1,27.105184378700006,14.0,kultura
2001,topic_1,57.14497386239998,14.0,kultura
2002,topic_1,35.57926226010021,14.0,kultura
2003,topic_1,37.00628083500003,15.0,kultura
2004,topic_1,38.61994316580201,14.0,kultura
2005,topic_1,69.33461689956597,13.0,kultura
2006,topic_1,148.03773282490008,5.0,kultura
2007,topic_1,191.922936336426,4.0,kultura
2008,topic_1,231.17694571608988,8.0,kultura
2009,topic_1,226.26552544350017,11.0,kultura
2010,topic_1,173.89226022355487,11.0,kultura
2011,topic_1,142.93324554205003,14.0,kultura
2012,topic_1,131.44715968809996,14.0,kultura
2013,topic_1,168.48014666083017,12.0,kultura
2014,topic_1,66.6882616966,19.0,kultura
2015,topic_1,53.63429454192005,20.0,kultura
2016,topic_1,41.53844696399999,20.0,kultura
2017,topic_1,37.95684635330002,20.0,kultura
2018,topic_1,8.079055249599998,20.0,kultura
1999,topic_2,0.62522671,16.0,kultura
2000,topic_2,35.09828494089997,11.0,kultura
2001,topic_2,60.82961575181995,13.0,kultura
2002,topic_2,32.51092857389999,15.0,kultura
2003,topic_2,62.11836646280003,8.0,kultura
2004,topic_2,58.25493275510001,10.0,kultura
2005,topic_2,54.1199585346,14.0,kultura
2006,topic_2,135.89862061549994,7.0,kultura
2007,topic_2,195.56918792844988,3.0,kultura
2008,topic_2,303.6791271730802,4.0,kultura
2009,topic_2,312.52280346670983,3.0,kultura
2010,topic_2,285.2841751765702,2.0,kultura
2011,topic_2,213.38623227529985,3.0,kultura
2012,topic_2,218.72275300449982,3.0,kultura
2013,topic_2,228.02646396193046,7.0,kultura
2014,topic_2,161.9059166147482,3.0,kultura
2015,topic_2,239.60726517733974,5.0,kultura
2016,topic_2,180.35309622812807,8.0,kultura
2017,topic_2,126.89253322776784,12.0,kultura
2018,topic_2,42.07158578230001,14.0,kultura
1999,topic_3,6.0537279779999995,4.0,kultura
2000,topic_3,56.44358032360002,9.0,kultura
2001,topic_3,109.53385922440003,9.0,kultura
2002,topic_3,68.05531916024002,6.0,kultura
2003,topic_3,49.32802882490003,12.0,kultura
2004,topic_3,43.43273324328997,13.0,kultura
2005,topic_3,107.96258669189997,5.0,kultura
2006,topic_3,160.03984974065506,1.0,kultura
2007,topic_3,199.8309020439999,2.0,kultura
2008,topic_3,261.0771647759502,6.0,kultura
2009,topic_3,260.32809648420005,7.0,kultura
2010,topic_3,197.14512617780005,5.0,kultura
2011,topic_3,189.36137257372977,9.0,kultura
2012,topic_3,227.76197858599886,2.0,kultura
2013,topic_3,253.96687026420008,5.0,kultura
2014,topic_3,152.7821552490502,5.0,kultura
2015,topic_3,98.55202453096,16.0,kultura
2016,topic_3,112.12615664223988,15.0,kultura
2017,topic_3,109.75066336729995,16.0,kultura
2018,topic_3,22.430646371499996,19.0,kultura
1999,topic_4,11.988700690000002,1.0,kultura
2000,topic_4,81.47103255089999,2.0,kultura
2001,topic_4,133.59936445867012,4.0,kultura
2002,topic_4,100.71088281124996,2.0,kultura
2003,topic_4,87.75994549064006,3.0,kultura
2004,topic_4,76.41701063046003,4.0,kultura
2005,topic_4,121.89379598071002,1.0,kultura
2006,topic_4,142.53055311429998,6.0,kultura
2007,topic_4,155.38717742333003,11.0,kultura
2008,topic_4,205.90919597828002,14.0,kultura
2009,topic_4,272.52306332723026,5.0,kultura
2010,topic_4,194.04768348268965,6.0,kultura
2011,topic_4,196.43518585807794,7.0,kultura
2012,topic_4,190.13852717552,7.0,kultura
2013,topic_4,263.49935630904986,3.0,kultura
2014,topic_4,222.16623820536026,1.0,kultura
2015,topic_4,290.63563706538713,1.0,kultura
2016,topic_4,288.2641878573505,3.0,kultura
2017,topic_4,339.4937591995,4.0,kultura
2018,topic_4,68.2135626189,8.0,kultura
1999,topic_5,2.77155026,10.0,kultura
2000,topic_5,24.23846241470001,15.0,kultura
2001,topic_5,76.64095911962603,11.0,kultura
2002,topic_5,45.68248688930001,13.0,kultura
2003,topic_5,28.933342646400003,17.0,kultura
2004,topic_5,31.57115485537998,17.0,kultura
2005,topic_5,70.40307359417007,12.0,kultura
2006,topic_5,70.54933867940004,17.0,kultura
2007,topic_5,100.93610806180003,17.0,kultura
2008,topic_5,134.91309813248313,18.0,kultura
2009,topic_5,156.95409343129992,18.0,kultura
2010,topic_5,115.36322747454007,19.0,kultura
2011,topic_5,108.02128186176992,18.0,kultura
2012,topic_5,89.14766091683994,18.0,kultura
2013,topic_5,97.10401779597004,20.0,kultura
2014,topic_5,82.13959770049992,17.0,kultura
2015,topic_5,116.33811365325,15.0,kultura
2016,topic_5,163.0650118629161,10.0,kultura
2017,topic_5,238.76644688470023,6.0,kultura
2018,topic_5,60.90410143740001,9.0,kultura
1999,topic_6,0.9512550967000001,15.0,kultura
2000,topic_6,14.900756663462005,17.0,kultura
2001,topic_6,29.288171421900003,18.0,kultura
2002,topic_6,19.82708616858,19.0,kultura
2003,topic_6,25.610804966900012,18.0,kultura
2004,topic_6,30.793596447,19.0,kultura
2005,topic_6,27.651728682549987,19.0,kultura
2006,topic_6,46.87528535059997,19.0,kultura
2007,topic_6,58.93206397125202,20.0,kultura
2008,topic_6,101.16322428678991,20.0,kultura
2009,topic_6,98.63984751288405,20.0,kultura
2010,topic_6,127.38306026103007,18.0,kultura
2011,topic_6,128.61639263060985,15.0,kultura
2012,topic_6,118.16096917165298,16.0,kultura
2013,topic_6,147.49048707982945,15.0,kultura
2014,topic_6,156.5366121199998,4.0,kultura
2015,topic_6,273.4353230254698,2.0,kultura
2016,topic_6,296.8742010611805,2.0,kultura
2017,topic_6,384.94505059904026,3.0,kultura
2018,topic_6,123.92985163420002,4.0,kultura
1999,topic_7,0.607998952,17.0,kultura
2000,topic_7,11.985276416140001,19.0,kultura
2001,topic_7,43.373788740049974,16.0,kultura
2002,topic_7,22.193731447795006,17.0,kultura
2003,topic_7,23.269066225699998,19.0,kultura
2004,topic_7,31.164958516300008,18.0,kultura
2005,topic_7,49.16247848789996,17.0,kultura
2006,topic_7,71.1292847369,16.0,kultura
2007,topic_7,184.6138926415702,5.0,kultura
2008,topic_7,316.42856640214217,3.0,kultura
2009,topic_7,336.21834106535016,2.0,kultura
2010,topic_7,245.6844963442301,4.0,kultura
2011,topic_7,196.22187422669975,8.0,kultura
2012,topic_7,153.1326996478599,9.0,kultura
2013,topic_7,181.93759968105996,11.0,kultura
2014,topic_7,92.66310432870014,16.0,kultura
2015,topic_7,95.72332889444998,17.0,kultura
2016,topic_7,125.06511362971014,12.0,kultura
2017,topic_7,113.91764709647002,14.0,kultura
2018,topic_7,42.213799586590014,13.0,kultura
1999,topic_8,3.7395146749999997,6.0,kultura
2000,topic_8,73.02688259118995,4.0,kultura
2001,topic_8,135.10812208376004,3.0,kultura
2002,topic_8,93.32086832940001,3.0,kultura
2003,topic_8,61.79963727189998,9.0,kultura
2004,topic_8,65.0608415376,7.0,kultura
2005,topic_8,112.17607170603996,4.0,kultura
2006,topic_8,122.93889201889995,9.0,kultura
2007,topic_8,153.9320586045,12.0,kultura
2008,topic_8,224.83147700290036,9.0,kultura
2009,topic_8,253.47085872210027,8.0,kultura
2010,topic_8,143.95496384998293,16.0,kultura
2011,topic_8,201.29484190001003,6.0,kultura
2012,topic_8,209.96030615379993,5.0,kultura
2013,topic_8,271.02119181842033,2.0,kultura
2014,topic_8,143.09207936314007,8.0,kultura
2015,topic_8,176.2733992383899,8.0,kultura
2016,topic_8,160.20778438122005,11.0,kultura
2017,topic_8,203.79773088495,10.0,kultura
2018,topic_8,84.83588612070002,5.0,kultura
1999,topic_9,6.9275958437,3.0,kultura
2000,topic_9,58.55215649189999,8.0,kultura
2001,topic_9,128.59237904039006,5.0,kultura
2002,topic_9,78.24971082062694,4.0,kultura
2003,topic_9,64.42075629416,7.0,kultura
2004,topic_9,68.22677391623999,5.0,kultura
2005,topic_9,112.84870562946203,3.0,kultura
2006,topic_9,156.26787579373007,3.0,kultura
2007,topic_9,181.26267734703015,7.0,kultura
2008,topic_9,224.36959055182012,10.0,kultura
2009,topic_9,230.74214910407022,10.0,kultura
2010,topic_9,159.96224733913996,14.0,kultura
2011,topic_9,121.63047599730002,16.0,kultura
2012,topic_9,137.73739888477994,12.0,kultura
2013,topic_9,182.9331948552702,10.0,kultura
2014,topic_9,102.32532863101007,14.0,kultura
2015,topic_9,118.78637985634015,13.0,kultura
2016,topic_9,96.8922175472401,17.0,kultura
2017,topic_9,106.57951508760011,17.0,kultura
2018,topic_9,25.4833662132,18.0,kultura
1999,topic_10,4.287396703999999,5.0,kultura
2000,topic_10,28.633262226420005,13.0,kultura
2001,topic_10,53.63872346629999,15.0,kultura
2002,topic_10,50.81048647391003,11.0,kultura
2003,topic_10,54.00619140922295,11.0,kultura
2004,topic_10,58.81698739869999,9.0,kultura
2005,topic_10,75.00878114755996,10.0,kultura
2006,topic_10,91.15229356022604,13.0,kultura
2007,topic_10,127.17231702801989,14.0,kultura
2008,topic_10,135.88707055160015,17.0,kultura
2009,topic_10,174.96164632610748,15.0,kultura
2010,topic_10,138.705047748398,17.0,kultura
2011,topic_10,91.71327108029996,19.0,kultura
2012,topic_10,73.90372039812002,20.0,kultura
2013,topic_10,115.19889454002002,18.0,kultura
2014,topic_10,79.38496989652994,18.0,kultura
2015,topic_10,165.44027571454998,9.0,kultura
2016,topic_10,166.65475520128507,9.0,kultura
2017,topic_10,210.54895549858605,9.0,kultura
2018,topic_10,69.75446095790002,7.0,kultura
1999,topic_11,0.969634897,14.0,kultura
2000,topic_11,80.7240369097599,3.0,kultura
2001,topic_11,117.17629666833005,8.0,kultura
2002,topic_11,50.68841038226002,12.0,kultura
2003,topic_11,93.73061933027591,2.0,kultura
2004,topic_11,63.32379988613997,8.0,kultura
2005,topic_11,53.77666832296002,15.0,kultura
2006,topic_11,103.11838737316012,11.0,kultura
2007,topic_11,153.23903600920013,13.0,kultura
2008,topic_11,326.1773350643305,2.0,kultura
2009,topic_11,311.43957457602534,4.0,kultura
2010,topic_11,387.9123902359396,1.0,kultura
2011,topic_11,415.58605240844975,1.0,kultura
2012,topic_11,324.56568293526965,1.0,kultura
2013,topic_11,378.8160545207342,1.0,kultura
2014,topic_11,193.09361666123027,2.0,kultura
2015,topic_11,263.5200552971703,3.0,kultura
2016,topic_11,241.15773038324974,6.0,kultura
2017,topic_11,230.21967406265009,7.0,kultura
2018,topic_11,59.69812092660001,10.0,kultura
1999,topic_12,6.942399670400001,2.0,kultura
2000,topic_12,49.17222978636,10.0,kultura
2001,topic_12,91.79587416160001,10.0,kultura
2002,topic_12,74.29582646256993,5.0,kultura
2003,topic_12,59.40613521786001,10.0,kultura
2004,topic_12,56.69124439159999,11.0,kultura
2005,topic_12,103.26804530664998,6.0,kultura
2006,topic_12,132.44320706576005,8.0,kultura
2007,topic_12,181.15148932225986,8.0,kultura
2008,topic_12,218.03384778136004,12.0,kultura
2009,topic_12,250.81267278080026,9.0,kultura
2010,topic_12,174.7520373972001,9.0,kultura
2011,topic_12,152.0245741489,11.0,kultura
2012,topic_12,166.43084859609985,8.0,kultura
2013,topic_12,203.88478483379498,9.0,kultura
2014,topic_12,133.99314762016996,11.0,kultura
2015,topic_12,116.97031348393998,14.0,kultura
2016,topic_12,114.29260348494185,14.0,kultura
2017,topic_12,133.04632570092414,11.0,kultura
2018,topic_12,35.26411341360003,15.0,kultura
1999,topic_13,1.3762511094,13.0,kultura
2000,topic_13,19.455489289499994,16.0,kultura
2001,topic_13,43.2981557098,17.0,kultura
2002,topic_13,21.8418323167,18.0,kultura
2003,topic_13,34.773898747999986,16.0,kultura
2004,topic_13,34.452188394,16.0,kultura
2005,topic_13,45.117142038549964,18.0,kultura
2006,topic_13,67.03337176720993,18.0,kultura
2007,topic_13,207.7537921084,1.0,kultura
2008,topic_13,332.93660632681025,1.0,kultura
2009,topic_13,389.3188011640094,1.0,kultura
2010,topic_13,256.52615375679,3.0,kultura
2011,topic_13,259.4198200390498,2.0,kultura
2012,topic_13,217.6000181565,4.0,kultura
2013,topic_13,215.98567852016987,8.0,kultura
2014,topic_13,97.45401630167004,15.0,kultura
2015,topic_13,66.50570103060602,19.0,kultura
2016,topic_13,79.94754955479995,18.0,kultura
2017,topic_13,79.85237403695409,19.0,kultura
2018,topic_13,28.052213142699987,17.0,kultura
1999,topic_14,0.23883372,19.0,kultura
2000,topic_14,5.3340644663,20.0,kultura
2001,topic_14,19.211979118499997,20.0,kultura
2002,topic_14,14.155652070599993,20.0,kultura
2003,topic_14,15.088713962300004,20.0,kultura
2004,topic_14,16.314414630800012,20.0,kultura
2005,topic_14,24.48798236435001,20.0,kultura
2006,topic_14,34.6616192332,20.0,kultura
2007,topic_14,85.60299907562998,19.0,kultura
2008,topic_14,210.0670930409002,13.0,kultura
2009,topic_14,205.60085002027492,12.0,kultura
2010,topic_14,184.6502290459799,7.0,kultura
2011,topic_14,207.7971827567002,4.0,kultura
2012,topic_14,153.04719063587027,10.0,kultura
2013,topic_14,249.3609676073799,6.0,kultura
2014,topic_14,126.11088761052011,12.0,kultura
2015,topic_14,123.93961655606003,11.0,kultura
2016,topic_14,188.8323799466499,7.0,kultura
2017,topic_14,218.88396639843984,8.0,kultura
2018,topic_14,76.87637674899993,6.0,kultura
1999,topic_15,0.46871558259999996,18.0,kultura
2000,topic_15,12.162248400864993,18.0,kultura
2001,topic_15,26.086427995289988,19.0,kultura
2002,topic_15,24.566389287439986,16.0,kultura
2003,topic_15,44.66421268904999,14.0,kultura
2004,topic_15,49.33288472135499,12.0,kultura
2005,topic_15,50.15270925284995,16.0,kultura
2006,topic_15,86.18415671640996,14.0,kultura
2007,topic_15,119.24496434940393,15.0,kultura
2008,topic_15,144.62373937358015,16.0,kultura
2009,topic_15,170.7905780818998,16.0,kultura
2010,topic_15,181.26018917135013,8.0,kultura
2011,topic_15,166.8903550217399,10.0,kultura
2012,topic_15,138.87059469323003,11.0,kultura
2013,topic_15,138.44806372077014,17.0,kultura
2014,topic_15,63.96194436233002,20.0,kultura
2015,topic_15,91.41103737175997,18.0,kultura
2016,topic_15,77.58983412656,19.0,kultura
2017,topic_15,87.34258910985001,18.0,kultura
2018,topic_15,32.94571941569999,16.0,kultura
1999,topic_16,2.2559382154999996,12.0,kultura
2000,topic_16,61.98235423696001,7.0,kultura
2001,topic_16,125.62077367003022,6.0,kultura
2002,topic_16,60.20609498285996,9.0,kultura
2003,topic_16,70.05585932863004,4.0,kultura
2004,topic_16,78.09116569676004,3.0,kultura
2005,topic_16,102.6854965157001,7.0,kultura
2006,topic_16,111.26807382744997,10.0,kultura
2007,topic_16,157.61924228751022,10.0,kultura
2008,topic_16,218.26722603142989,11.0,kultura
2009,topic_16,272.12836590522954,6.0,kultura
2010,topic_16,174.2355631854649,10.0,kultura
2011,topic_16,145.16127303040017,13.0,kultura
2012,topic_16,127.74498919824009,15.0,kultura
2013,topic_16,155.42685545011014,13.0,kultura
2014,topic_16,136.17868505209012,9.0,kultura
2015,topic_16,222.78948729469002,7.0,kultura
2016,topic_16,253.00457878116066,5.0,kultura
2017,topic_16,392.54505144403055,2.0,kultura
2018,topic_16,257.4938653224001,1.0,kultura
1999,topic_17,0.23680158,20.0,kultura
2000,topic_17,69.23260013519999,5.0,kultura
2001,topic_17,141.92500564855,2.0,kultura
2002,topic_17,53.46415078740002,10.0,kultura
2003,topic_17,66.54030452167997,5.0,kultura
2004,topic_17,83.66430445458995,2.0,kultura
2005,topic_17,83.94472223082998,9.0,kultura
2006,topic_17,157.2477405780199,2.0,kultura
2007,topic_17,184.37777511049987,6.0,kultura
2008,topic_17,271.29842778346006,5.0,kultura
2009,topic_17,165.27311329087001,17.0,kultura
2010,topic_17,153.70047015593022,15.0,kultura
2011,topic_17,202.3615632100999,5.0,kultura
2012,topic_17,205.7816545012998,6.0,kultura
2013,topic_17,262.7123563328898,4.0,kultura
2014,topic_17,134.01373502796991,10.0,kultura
2015,topic_17,144.43333083990007,10.0,kultura
2016,topic_17,124.87286283590014,13.0,kultura
2017,topic_17,120.30671914639994,13.0,kultura
2018,topic_17,42.98322773761003,12.0,kultura
1999,topic_18,3.3733202524999997,7.0,kultura
2000,topic_18,109.16447537256009,1.0,kultura
2001,topic_18,246.74964907081025,1.0,kultura
2002,topic_18,165.58872740176008,1.0,kultura
2003,topic_18,181.9080391030002,1.0,kultura
2004,topic_18,177.09851991500008,1.0,kultura
2005,topic_18,114.66897892474012,2.0,kultura
2006,topic_18,99.207944285603,12.0,kultura
2007,topic_18,115.3623076714751,16.0,kultura
2008,topic_18,147.02980548492005,15.0,kultura
2009,topic_18,202.5527003443003,13.0,kultura
2010,topic_18,171.21240741824005,13.0,kultura
2011,topic_18,117.78182943907005,17.0,kultura
2012,topic_18,95.99106633976994,17.0,kultura
2013,topic_18,143.69623647770993,16.0,kultura
2014,topic_18,147.47814000804001,6.0,kultura
2015,topic_18,227.84173160905,6.0,kultura
2016,topic_18,261.5210168663396,4.0,kultura
2017,topic_18,247.08204558470027,5.0,kultura
2018,topic_18,139.42504026820023,3.0,kultura
1999,topic_19,3.2094991315000003,9.0,kultura
2000,topic_19,30.821013897000014,12.0,kultura
2001,topic_19,68.76708968374993,12.0,kultura
2002,topic_19,62.56500141121997,8.0,kultura
2003,topic_19,47.28635227152001,13.0,kultura
2004,topic_19,36.61165462909002,15.0,kultura
2005,topic_19,71.23074109552994,11.0,kultura
2006,topic_19,72.76992399267,15.0,kultura
2007,topic_19,98.44971153012993,18.0,kultura
2008,topic_19,134.66229338721982,19.0,kultura
2009,topic_19,137.24202545218992,19.0,kultura
2010,topic_19,106.93645399248003,20.0,kultura
2011,topic_19,90.15375633131991,20.0,kultura
2012,topic_19,83.64273672572003,19.0,kultura
2013,topic_19,99.78738834649992,19.0,kultura
2014,topic_19,143.98424218376607,7.0,kultura
2015,topic_19,243.7345014610301,4.0,kultura
2016,topic_19,326.33200626120004,1.0,kultura
2017,topic_19,511.17126589719487,1.0,kultura
2018,topic_19,198.55128365523996,2.0,kultura
1999,topic_0,65.52351480516003,4.0,mir
2000,topic_0,252.51538406654592,6.0,mir
2001,topic_0,310.16793365453293,11.0,mir
2002,topic_0,341.80039657421,12.0,mir
2003,topic_0,320.78578702875984,13.0,mir
2004,topic_0,345.7840335777296,13.0,mir
2005,topic_0,569.9486989741337,6.0,mir
2006,topic_0,452.78688213451085,11.0,mir
2007,topic_0,464.86402186783005,6.0,mir
2008,topic_0,847.49082781547,5.0,mir
2009,topic_0,689.095364750261,6.0,mir
2010,topic_0,587.545070154491,5.0,mir
2011,topic_0,685.9222878592138,4.0,mir
2012,topic_0,490.8978803364456,9.0,mir
2013,topic_0,402.17607641932653,8.0,mir
2014,topic_0,372.0246962433996,7.0,mir
2015,topic_0,328.5456290593903,11.0,mir
2016,topic_0,405.6549771192096,11.0,mir
2017,topic_0,385.4597656043842,11.0,mir
2018,topic_0,90.15122963588999,14.0,mir
1999,topic_1,38.9345392147,9.0,mir
2000,topic_1,294.7595951822843,3.0,mir
2001,topic_1,232.80927115175996,14.0,mir
2002,topic_1,293.227334473205,14.0,mir
2003,topic_1,293.59979950092566,16.0,mir
2004,topic_1,550.6881278597812,4.0,mir
2005,topic_1,474.45445904374213,11.0,mir
2006,topic_1,542.1343912181893,9.0,mir
2007,topic_1,545.4715254716573,4.0,mir
2008,topic_1,1251.055304092302,1.0,mir
2009,topic_1,828.7508137326327,4.0,mir
2010,topic_1,554.0032743356599,6.0,mir
2011,topic_1,639.5216048242305,5.0,mir
2012,topic_1,711.475816030889,1.0,mir
2013,topic_1,474.40480166285147,5.0,mir
2014,topic_1,322.31447115040015,10.0,mir
2015,topic_1,356.8964840070302,10.0,mir
2016,topic_1,763.1002194704125,6.0,mir
2017,topic_1,609.3500821983928,7.0,mir
2018,topic_1,119.74981113257601,12.0,mir
1999,topic_2,50.35250744280004,7.0,mir
2000,topic_2,246.2046684532001,7.0,mir
2001,topic_2,446.88405065868994,6.0,mir
2002,topic_2,431.3379756964251,9.0,mir
2003,topic_2,418.97748522229074,10.0,mir
2004,topic_2,469.6651213093921,11.0,mir
2005,topic_2,487.9558000972004,10.0,mir
2006,topic_2,566.5915815329759,8.0,mir
2007,topic_2,463.99676460789084,8.0,mir
2008,topic_2,715.4217680740604,6.0,mir
2009,topic_2,754.4525722252674,5.0,mir
2010,topic_2,723.5842841224191,3.0,mir
2011,topic_2,709.4074478100508,3.0,mir
2012,topic_2,655.4933402927002,4.0,mir
2013,topic_2,502.6912679045381,4.0,mir
2014,topic_2,310.5219069160592,11.0,mir
2015,topic_2,298.29742255629327,12.0,mir
2016,topic_2,390.39118449911064,12.0,mir
2017,topic_2,357.72835651219464,13.0,mir
2018,topic_2,127.30531715542008,11.0,mir
1999,topic_3,12.696501542100004,17.0,mir
2000,topic_3,231.63578222057015,9.0,mir
2001,topic_3,629.3043963389005,2.0,mir
2002,topic_3,1001.3217193302168,1.0,mir
2003,topic_3,582.2651452924708,5.0,mir
2004,topic_3,604.1905655661096,3.0,mir
2005,topic_3,567.0342369954498,7.0,mir
2006,topic_3,790.376466471779,1.0,mir
2007,topic_3,303.25653739751993,14.0,mir
2008,topic_3,343.37545737939024,16.0,mir
2009,topic_3,270.36429718934454,16.0,mir
2010,topic_3,149.74422280959996,16.0,mir
2011,topic_3,176.2133670786699,17.0,mir
2012,topic_3,140.51329146205995,17.0,mir
2013,topic_3,94.66274543330009,17.0,mir
2014,topic_3,113.72346388310002,17.0,mir
2015,topic_3,68.24539339449994,17.0,mir
2016,topic_3,61.08785880598007,17.0,mir
2017,topic_3,82.71959604319,17.0,mir
2018,topic_3,32.765352111324,17.0,mir
1999,topic_4,65.49542938674996,5.0,mir
2000,topic_4,209.3398986185204,11.0,mir
2001,topic_4,272.31472078126006,13.0,mir
2002,topic_4,388.04654455672073,10.0,mir
2003,topic_4,432.49631236142966,9.0,mir
2004,topic_4,501.3499599547527,9.0,mir
2005,topic_4,619.3539452053418,4.0,mir
2006,topic_4,537.41409458512,10.0,mir
2007,topic_4,452.52839704784043,11.0,mir
2008,topic_4,685.8794211437165,7.0,mir
2009,topic_4,530.4281418201698,8.0,mir
2010,topic_4,520.9449237761378,7.0,mir
2011,topic_4,550.4978724493919,8.0,mir
2012,topic_4,517.2665909673375,7.0,mir
2013,topic_4,344.655977912966,11.0,mir
2014,topic_4,548.0906317384198,1.0,mir
2015,topic_4,730.7834305008423,2.0,mir
2016,topic_4,964.7174526322237,3.0,mir
2017,topic_4,849.131346000659,4.0,mir
2018,topic_4,224.61278368032978,5.0,mir
1999,topic_5,37.2260689928,10.0,mir
2000,topic_5,163.61783653817002,13.0,mir
2001,topic_5,283.5497338565501,12.0,mir
2002,topic_5,354.6670004014001,11.0,mir
2003,topic_5,380.3332703855299,11.0,mir
2004,topic_5,286.02305250128995,16.0,mir
2005,topic_5,359.3792401832201,15.0,mir
2006,topic_5,376.85650694838927,13.0,mir
2007,topic_5,372.22019732020567,12.0,mir
2008,topic_5,500.0220206735503,13.0,mir
2009,topic_5,563.995370829547,7.0,mir
2010,topic_5,489.80230092178937,8.0,mir
2011,topic_5,338.4532590805596,15.0,mir
2012,topic_5,337.1465217717893,13.0,mir
2013,topic_5,288.19178738347983,15.0,mir
2014,topic_5,356.9835049975895,8.0,mir
2015,topic_5,439.1528910941209,8.0,mir
2016,topic_5,483.0968358209094,9.0,mir
2017,topic_5,414.1934599387107,10.0,mir
2018,topic_5,164.48987581740016,7.0,mir
1999,topic_6,24.76777971815001,14.0,mir
2000,topic_6,97.47899856762999,15.0,mir
2001,topic_6,156.61147696494984,15.0,mir
2002,topic_6,213.50244063052656,15.0,mir
2003,topic_6,306.7870360169396,15.0,mir
2004,topic_6,254.78365538315006,17.0,mir
2005,topic_6,360.12567946737363,14.0,mir
2006,topic_6,327.8900638272087,16.0,mir
2007,topic_6,275.9386575186198,15.0,mir
2008,topic_6,416.6909058963837,14.0,mir
2009,topic_6,526.6386317258901,9.0,mir
2010,topic_6,418.0398525965005,10.0,mir
2011,topic_6,483.03282739448406,10.0,mir
2012,topic_6,494.7703130868408,8.0,mir
2013,topic_6,352.74855682592,10.0,mir
2014,topic_6,382.41050817780024,6.0,mir
2015,topic_6,386.4900841043608,9.0,mir
2016,topic_6,452.7950574551403,10.0,mir
2017,topic_6,434.67165550053005,8.0,mir
2018,topic_6,184.78008045664632,6.0,mir
1999,topic_7,28.109428624449993,13.0,mir
2000,topic_7,88.43007170585997,16.0,mir
2001,topic_7,335.2166985652623,9.0,mir
2002,topic_7,527.631606988751,6.0,mir
2003,topic_7,541.0864304018039,7.0,mir
2004,topic_7,531.0496288352407,7.0,mir
2005,topic_7,423.7233920368798,12.0,mir
2006,topic_7,364.75597853577943,14.0,mir
2007,topic_7,359.82651923401954,13.0,mir
2008,topic_7,564.9901935657233,10.0,mir
2009,topic_7,428.3300669465095,14.0,mir
2010,topic_7,365.9519169071102,12.0,mir
2011,topic_7,355.1451399779971,14.0,mir
2012,topic_7,286.3788798153001,15.0,mir
2013,topic_7,253.1142991546403,16.0,mir
2014,topic_7,138.13149937955998,16.0,mir
2015,topic_7,227.93552784520665,14.0,mir
2016,topic_7,322.6913324427496,14.0,mir
2017,topic_7,287.39977071304173,14.0,mir
2018,topic_7,160.73581613958976,8.0,mir
1999,topic_8,69.09906547419999,2.0,mir
2000,topic_8,191.53492893514013,12.0,mir
2001,topic_8,465.1756584805753,5.0,mir
2002,topic_8,801.7427404531162,2.0,mir
2003,topic_8,1324.5593204974773,1.0,mir
2004,topic_8,1172.1196801185101,1.0,mir
2005,topic_8,935.2743845515206,1.0,mir
2006,topic_8,771.403514927709,3.0,mir
2007,topic_8,529.1672855588894,5.0,mir
2008,topic_8,607.4014589061096,9.0,mir
2009,topic_8,516.5907358754848,11.0,mir
2010,topic_8,385.1904182633362,11.0,mir
2011,topic_8,367.3712228148445,13.0,mir
2012,topic_8,365.9585256624159,11.0,mir
2013,topic_8,315.51909943815343,12.0,mir
2014,topic_8,194.83638735641057,14.0,mir
2015,topic_8,214.4357109462392,16.0,mir
2016,topic_8,324.58091840502914,13.0,mir
2017,topic_8,427.93031909612864,9.0,mir
2018,topic_8,149.71526826688978,9.0,mir
1999,topic_9,74.99378047558002,1.0,mir
2000,topic_9,428.67627502922954,1.0,mir
2001,topic_9,627.2695313151944,3.0,mir
2002,topic_9,608.3506259621789,4.0,mir
2003,topic_9,633.4235167573496,3.0,mir
2004,topic_9,501.24843927229756,10.0,mir
2005,topic_9,679.7928941034619,3.0,mir
2006,topic_9,650.0212410976151,5.0,mir
2007,topic_9,703.4996546817242,1.0,mir
